,id,name,neighborhood_overview,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,monthly_revenue
4433,783449724931059319,Guesthouse in Vancouver · ★4.87 · 1 bedroom · 2 beds · 1 bath,"Charming, family-friendly neighbourhood in the heart of little Italy in Vancouver.",20916541,Kiki,within an hour,100%,98%,t,20,24,"Vancouver, British Columbia, Canada",Kensington-Cedar Cottage,49.2492167,-123.0628087,Entire guesthouse,Entire home/apt,3,,,2.0,[],$168.00,2,365,2.0,1125.0,6,19,40,96,45,45,4.87,4.96,4.76,4.91,4.89,4.71,4.69,t,5,3.85,633
4973,871705313847044629,Rental unit in Vancouver · ★4.96 · 2 bedrooms · 3 beds · 1 bath,"Yaletown is a trendy neighborhood in downtown Vancouver, known for its upscale restaurants, bars, and boutiques. It's a hub for young professionals, with high-end condos and modern apartments. The area also features a scenic waterfront, parks, and popular events",314341438,Joshua,within an hour,100%,100%,t,5,5,"Vancouver, British Columbia, Canada",Mount Pleasant,49.26805362767119,-123.10240436039972,Entire rental unit,Entire home/apt,5,,,3.0,[],$77.00,2,1125,2.0,1125.0,3,22,52,52,48,48,4.96,4.96,4.85,4.85,4.98,4.65,4.69,f,5,6.37,2469
6015,976216930852369803,Home in Vancouver · 1 bedroom · 1 bed · 1 private bath,,533874512,XiaoBing,within an hour,100%,100%,f,8,8,,Oakridge,49.23045,-123.11428,Private room in home,Private room,2,,,1.0,[],$66.00,1,365,1.0,365.0,20,40,40,40,0,0,,,,,,,,f,8,,1920
2961,52262826,Rental unit in Vancouver · ★4.87 · 2 bedrooms · 1 bed · 2 baths,,1329380,Steven,within a day,100%,46%,f,1,2,,Riley Park,49.25556,-123.09243,Entire rental unit,Entire home/apt,2,,,1.0,[],$120.00,7,1125,7.0,1125.0,8,38,68,68,15,6,4.87,4.87,4.67,4.87,5.0,4.93,4.87,f,1,0.61,0
5980,973438165463370718,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,,64940349,Sheila,within an hour,100%,95%,t,7,7,,Marpole,49.21179178882182,-123.14427290766832,Private room in home,Private room,1,,,1.0,[],$66.00,6,180,6.0,180.0,14,44,74,164,3,3,5.0,5.0,5.0,5.0,5.0,4.67,5.0,f,4,0.96,222
2200,41244337,Rental unit in Vancouver · ★4.60 · 1 bedroom · 2 beds · 1 bath,,126359564,Sylvie,within a day,100%,100%,t,4,11,,Fairview,49.26694,-123.13986,Entire rental unit,Entire home/apt,2,,,2.0,[],$125.00,30,1125,30.0,1125.0,29,59,89,364,10,1,4.6,4.7,4.7,4.7,4.8,4.8,4.6,f,4,0.21,195
98,1316477,Rental unit in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 bath,"Yaletown=shopping, restaurants, night clubs and bars just blocks away! Walk to everywhere.",600607,Martello,within an hour,100%,70%,f,36,78,"Vancouver, British Columbia, Canada",Downtown,49.27859,-123.11993,Entire rental unit,Entire home/apt,2,,,1.0,[],,90,180,90.0,180.0,0,0,0,0,7,0,4.86,5.0,4.71,5.0,4.86,5.0,4.29,f,33,0.07,822
6501,1022736167344842385,Home in Vancouver · ★New · 1 bedroom · 1 bed · 1 private bath,,542872738,Linda,within an hour,100%,100%,f,16,21,,Mount Pleasant,49.2600802278137,-123.11353000393537,Private room in home,Private room,2,,,1.0,[],$97.00,1,180,1.0,180.0,13,43,73,161,0,0,,,,,,,,t,16,,1246
2557,47055094,Rental unit in Vancouver · ★4.43 · Studio · 1 bed · 1 bath,Our neighbourhood has a variety of restaurants and supermarkets to meet your every need: <br /><br />Fresh Street Market and Cafe<br />London Drugs <br />Autostrada Vancouver House<br />Scotiabank <br />University Canada West <br />Linh Café<br />House Concepts,378134107,Sean,within a few hours,96%,95%,f,21,39,"Vancouver, British Columbia, Canada",Downtown,49.274403,-123.130981,Entire rental unit,Entire home/apt,2,,,1.0,[],$95.00,30,1125,30.0,1125.0,30,60,90,179,7,0,4.43,4.57,4.71,4.57,4.57,4.71,4.14,f,21,0.23,2833
3183,54267743,Condo in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 private bath,,79919629,Amelia,within an hour,100%,100%,t,2,3,,Downtown,49.27867,-123.10671,Private room in condo,Private room,2,,,1.0,[],$162.00,1,1125,1.0,1125.0,30,60,81,106,106,48,4.88,4.91,4.75,4.93,4.97,4.92,4.84,f,1,4.54,1916
253,4624838,Home in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 private bath,"Nestled in the centre of Vancouver's Mount Pleasant, the neighbourhood is full of things to experience. <br /><br />Steps from the front door, 10th Avenue is a beautiful tree-lined bike route that runs the entire length of Vancouver and is great for walking, running, or cycling. <br /><br />Within 2 blocks there are fantastic sushi, gourmet pizza, and Ethiopian restaurants, and two 24-hour convenience stores. There is also a local watering hole that often offers live music.<br /><br />Walk 3 more blocks and you'll have access to one of the city's best French restaurants, a family-friendly sports bar, two excellent taquerias, a specialty coffee roaster, and a vegan bakery. Here you will also find a bar that is modeled after the 90's TV show Twin Peaks!<br /><br />There are 3 parks in the area, including Vancouver's famed Dude Chilling Park (aka Guelph Park). In the summer, there's a Farmers Market at Dude Chilling Park. In the winter, there's one at the Nat Bailey Stadium, which is an 8",23953859,Dave,within an hour,100%,100%,t,2,3,"Vancouver, British Columbia, Canada",Mount Pleasant,49.26041,-123.09035,Private room in home,Private room,2,,,1.0,[],$79.00,5,1123,5.0,1125.0,7,37,67,71,237,21,4.75,4.87,4.63,4.95,4.95,4.85,4.76,f,2,2.21,882
3923,699632834396871306,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 shared bath,"Marpole Neighbourhood is located on the southern edge of the city of Vancouver, British Columbia, immediately northeast of Vancouver International Airport, and is approximately bordered by Angus Drive to the west, 57th Avenue to the north, Ontario Street to the east and the Fraser River to the south. It has undergone many changes in the 20th century, with the influx of traffic and development associated with the construction of the Oak Street Bridge (which leads to Highway 99 leading to the southern suburbs) and the Arthur Laing Bridge (which leads to Vancouver International Airport).",83649788,Austin,within an hour,92%,31%,f,9,23,"Vancouver, British Columbia, Canada",Marpole,49.20662,-123.13646,Private room in rental unit,Private room,1,,,1.0,[],$45.00,30,365,30.0,365.0,7,37,67,157,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,7,0.15,1722
4199,749467839685420293,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Mount Pleasant is a vibrant and eclectic area known for its unusual stores, heritage buildings, artistic residents, and arts-focused festivals. The area is popular with first-time homebuyers, urban professionals, and families. Mount Pleasant runs from False Creek southeast and up the slope toward the busy Mount Pleasant shopping district, where Broadway, Kingsway, and Main Street meet.",476405457,Paul And Brie,within a few hours,100%,95%,t,3,3,"Vancouver, British Columbia, Canada",Mount Pleasant,49.2595822,-123.0924196,Entire home,Entire home/apt,2,,,1.0,[],$118.00,30,365,30.0,1125.0,0,30,60,111,8,7,5.0,4.88,4.88,4.88,5.0,4.88,4.63,t,3,0.64,2994
1445,28740196,Guest suite in Vancouver · ★4.98 · Studio · 1 bed · 1 bath,"A culturally rich and authentic neighbourhood, Commercial Drive - also known as The Drive - is one of the best and most colourful shopping, dining and nightlife districts you will find in the city; and boasts home to Vancouver’s own 8 block officially designated Little Italy, representing more than 60 years of Italian heritage. Day or evening, The Drive offers 22 full blocks to explore with over 300 distinct merchants, including quaint boutiques, an eclectic collection of restaurants, a vibrant live music and bar scene, dinner and dancing, theatres, coffee houses, specialty food stores and bakeries. A one of a kind experience. Welcome to The Drive.",213384422,Amy,within an hour,100%,100%,t,1,1,"Vancouver, British Columbia, Canada",Grandview-Woodland,49.275238,-123.066353,Entire guest suite,Entire home/apt,2,,,1.0,[],$103.00,2,30,2.0,1125.0,0,0,0,0,249,51,4.98,4.97,5.0,4.99,5.0,4.96,4.88,f,1,3.94,617
5539,931662539076666036,Rental unit in Vancouver · ★4.58 · 2 bedrooms · 3 beds · 1 bath,"Crosstown is a hyper central area, walking distance to mass transit, restaurants, shopping, malls, cinemas and more.  A near perfect walk/bike score and along major roads.<br /><br />One block from the waterfront, Rogers Arena, BC Place Stadium and across the street from Tinseltown Mall.<br /><br />As with the downtown area of any major west coast urban center, there is homelessness and drug use.  That being said the area is very safe, with an elementary school and daycare sharing the same building.",293583929,Steve,within an hour,99%,99%,t,39,51,"Vancouver, British Columbia, Canada",Downtown,49.279024492095935,-123.10553041018102,Entire rental unit,Entire home/apt,5,,,3.0,[],$189.00,3,365,2.4,365.0,0,0,0,0,18,18,4.58,4.47,4.89,4.63,4.42,4.95,4.63,f,21,3.8,3527
1648,32945266,Guest suite in Vancouver · ★4.26 · 1 bedroom · 2 beds · 1 bath,走出门口100米是Granville 夹64街大街，有超市和美食街，非常方便.,247913829,Amy,,,,f,2,7,"Vancouver, British Columbia, Canada",Marpole,49.21354,-123.13497,Entire guest suite,Entire home/apt,4,,,2.0,[],,3,30,3.0,1125.0,0,0,0,0,19,0,4.26,4.26,4.63,4.89,4.79,4.79,4.47,t,2,0.33,3007
4682,830450880018212893,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,"Coal Harbour is a beautiful and vibrant neighborhood located in the heart of downtown Vancouver, British Columbia. This area offers stunning views of the Burrard Inlet, the North Shore Mountains, and Stanley Park, making it a popular destination for both locals and visitors alike.<br /><br />It's an excellent location for guests who want to explore the city and enjoy the beautiful scenery. The neighborhood is home to many world-class attractions, including the Vancouver Convention Centre, the Vancouver Aquarium, and the iconic Seawall.<br /><br />Additionally, Coal Harbour offers plenty of outdoor activities, from hiking and biking in Stanley Park to water sports and boating in the marinas and yacht clubs. The area also has many fine dining options, boutique shops, and entertainment venues within walking distance.<br /><br />It's also quit and comfortable.. Which is extremely important when staying in the city! My place is a 2 minute drive from Lion's Gate Bridge which leads to Whistle",431648671,Lindy,within an hour,100%,33%,f,2,2,"Vancouver, British Columbia, Canada",Downtown,49.28988665166371,-123.12679760595194,Entire rental unit,Entire home/apt,3,,,1.0,[],$120.00,30,1125,30.0,1125.0,0,27,57,270,2,2,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1,0.28,1155
4723,835720353902468808,Rental unit in Vancouver · ★4.71 · 3 bedrooms · 3 beds · 2 baths,"Experience the vibrant charm of Vancouver's Chinatown. Explore historic landmarks, indulge in authentic Asian cuisine, and browse unique shops. Immerse yourself in the cultural festivities and enjoy the neighborhood's proximity to downtown.",470865303,Grace,within an hour,100%,100%,t,1,1,"Vancouver, British Columbia, Canada",Downtown,49.28025,-123.1073,Entire rental unit,Entire home/apt,5,,,3.0,[],$202.00,2,365,2.0,365.0,18,48,77,77,21,21,4.71,4.67,5.0,4.48,4.62,4.57,4.62,t,1,4.14,840
3991,713702578893289364,Guest suite in Vancouver · 1 bedroom · 1 bed · 1 bath,Central one bedroom suite with basic amenities and a full kitchen. Walk ten minutes to the skytrain Nanaimo or 29th Station to get to anywhere in the city within 15-20 minutes.,72182,Emmy,,,100%,f,1,33,"Vancouver, British Columbia, Canada",Renfrew-Collingwood,49.24437033275793,-123.052086485956,Entire guest suite,Entire home/apt,2,,,1.0,[],$150.00,30,1125,30.0,1125.0,28,58,87,87,0,0,,,,,,,,f,1,,0
1696,33667096,Home in Vancouver · ★4.87 · 2 bedrooms · 2 beds · 2 baths,Quiet and safe family neighbourhood in a classic Vancouver Character House.,253750758,Adam,within an hour,100%,83%,t,2,2,"Vancouver, British Columbia, Canada",Mount Pleasant,49.25765,-123.08032,Entire home,Entire home/apt,4,,,2.0,[],$179.00,5,1125,5.1,1125.0,0,8,15,24,30,4,4.87,4.87,4.8,5.0,5.0,4.93,4.77,f,2,0.53,3438
3191,54309719,Condo in Vancouver · 2 bedrooms · 2 beds · 2 baths,West End Vancouver! Close to high end stores restaurants and walking distance to Skytrain,162970659,Ramil,within an hour,100%,100%,t,3,10,"Vancouver, British Columbia, Canada",West End,49.28545,-123.12414,Entire condo,Entire home/apt,4,,,2.0,[],$114.00,30,365,30.0,1125.0,13,43,73,162,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,0.09,1343
6197,994994789876450840,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,"Mount Pleasant is a largely residential area with gastropubs and indie fashion shops on Main Street and chain restaurants in Cambie Village. It’s also home to specialist outdoor stores selling kayaks, bikes and ski gear. Edgy galleries dot the Flats, an emerging art district in an industrial zone, while Science World shows interactive exhibits and IMAX films in a geodesic dome",2824353,Julie,within an hour,100%,100%,t,3,5,"Vancouver, British Columbia, Canada",Mount Pleasant,49.26439,-123.09876,Entire rental unit,Entire home/apt,4,,,1.0,[],$257.00,3,365,3.0,365.0,22,22,22,92,2,2,4.5,4.5,5.0,4.0,5.0,4.5,5.0,f,3,1.09,390
6295,1005919807475125629,Rental unit in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,"This charming suite is the perfect oasis between the bustling city of Downtown Vancouver and the trendy enclave of Commercial Drive. Spend your days exploring the best of both worlds only minutes away from your own urban retreat. Whether you want to take in breathtaking views or experience the vibrant nightlife, you're never far from the action. Enjoy effortless access with the suite's convenient location.",540246134,Brian,within an hour,100%,100%,f,1,1,"Vancouver, British Columbia, Canada",Downtown Eastside,49.28226,-123.08388,Entire rental unit,Entire home/apt,2,,,1.0,[],$104.00,2,365,2.7,365.0,15,45,75,164,6,6,5.0,5.0,5.0,5.0,5.0,5.0,4.83,f,1,3.83,1824
4499,797818349503566326,Rental unit in Vancouver · 2 bedrooms · 3 beds · 2 baths,"On the edge of downtown, this building is easy to access from the airport or ferry, and also walking distance to downtown shopping district and other sights. Half a block to grocery shopping, drug store, coffeeshop, restaurants.",17478503,Jeff & Julia,within an hour,100%,100%,f,1,4,"Vancouver, British Columbia, Canada",Downtown,49.2765895498108,-123.13063528740076,Entire rental unit,Entire home/apt,5,,,3.0,[],$212.00,30,110,30.0,110.0,0,12,42,183,1,1,4.0,4.0,2.0,5.0,5.0,4.0,3.0,f,1,1.0,2319
1154,24140085,Home in Vancouver · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,"Experience Vancouver like a local and enjoy a neighbourhood full of great cafes, good eats and an abundance of microbreweries. There is something for all tastes within easy walking distance.",18767885,Shauna,,,100%,f,1,2,"Vancouver, British Columbia, Canada",Grandview-Woodland,49.28032,-123.05944,Entire home,Entire home/apt,5,,,4.0,[],$400.00,5,1125,5.0,1125.0,0,0,0,0,7,2,5.0,5.0,5.0,5.0,5.0,4.71,5.0,t,1,0.11,4354
2255,42111604,Home in Vancouver · ★4.95 · 2 bedrooms · 2 beds · 2 baths,"Located in  the  Kensington-Cedar Cottage neighborhood in Vancouver. <br />Nearby parks include Grays Park & Kensington Park, and only a short distance from Vancouver's  famous Queen Elizabeth Park.<br /><br />Access the nearby life of Main & Fraser streets, as well as bustling & up-and-coming Kingsway.",334014469,Mikaela,within an hour,100%,100%,t,1,1,"Vancouver, British Columbia, Canada",Kensington-Cedar Cottage,49.24159,-123.07943,Entire home,Entire home/apt,4,,,2.0,[],$151.00,3,120,3.0,1125.0,13,43,61,69,88,34,4.95,4.98,4.97,4.98,4.98,4.93,4.86,f,1,2.17,5374
1682,33544332,Villa in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 1 bath,周边高尔夫球场，参天大树,252761008,勇,,,,f,1,1,"Vancouver, British Columbia, Canada",Dunbar Southlands,49.22509,-123.18899,Entire villa,Entire home/apt,3,,,3.0,[],,5,30,5.9,30.0,0,0,0,0,3,0,5.0,5.0,4.67,5.0,5.0,4.67,5.0,t,1,0.05,0
3170,54146055,Guest suite in Vancouver · ★4.91 · 1 bedroom · 1 bed · 1 bath,Family oriented neighborhood with playground and field nearby.,27711903,Ken,within an hour,100%,97%,t,1,1,"Vancouver, British Columbia, Canada",Renfrew-Collingwood,49.25062,-123.05418,Entire guest suite,Entire home/apt,2,,,1.0,[],$101.00,2,29,2.0,1125.0,10,40,70,70,53,27,4.91,4.89,4.85,4.94,4.98,4.74,4.75,f,1,2.28,3047
2056,38872940,Rental unit in Vancouver · ★4.58 · 1 bedroom · 2 beds · 1 bath,,295489146,Matt,within an hour,100%,100%,f,2,4,,Downtown,49.28029,-123.12281,Entire rental unit,Entire home/apt,2,,,2.0,[],$170.00,1,60,1.0,1125.0,12,18,18,18,205,86,4.58,4.58,4.46,4.68,4.76,4.94,4.52,f,2,4.02,1875
4090,731891822546570533,Condo in Vancouver · 1 bedroom · 1 bed · 1 bath,,56643031,Dylan,,,0%,f,1,4,,Killarney,49.20742,-123.02554,Entire condo,Entire home/apt,4,,,1.0,[],$200.00,1,365,1.0,365.0,30,60,89,89,0,0,,,,,,,,f,1,,881
6521,1024067786992107950,Home in Vancouver · ★New · 3 bedrooms · 3 beds · 2.5 baths,"Vancouver west side, Point Grey neighborhood is family-oriented, safe, central, private and one of the most affluent neighborhoods in Vancouver",28375169,Dj,within an hour,100%,97%,f,4,5,"Vancouver, British Columbia, Canada",Dunbar Southlands,49.25725,-123.20253,Entire home,Entire home/apt,6,,,3.0,[],$211.00,14,60,14.0,60.0,29,59,89,89,0,0,,,,,,,,f,4,,1818
3108,53540805,Home in Vancouver · ★4.0 · 1 bedroom · 1 bed · 1 bath,,188209109,Haidy,within an hour,100%,100%,f,30,78,,Oakridge,49.22527260987796,-123.12001982129172,Entire home,Entire home/apt,2,,,1.0,[],$64.00,30,90,30.0,1125.0,1,9,39,39,3,2,4.0,4.33,3.33,4.33,4.67,4.67,4.0,t,20,0.13,3838
4548,805946640256236731,Home in Vancouver · ★4.95 · 6 bedrooms · 6 beds · 4 baths,"Our home is in an excellent location situated between Main Street and Fraser Street in a quiet peaceful neighbourhood. Although our immediate area is quiet, we are close to Main, and Fraser street, which is home to wonderful restaurants and shops. <br /><br />This is a trendy and fun neighbourhood that has great walkablility. There are playgrounds, parks, and coffee shops nearby. Wonderful small clothing stores that carry clothes of local designers and restaurants from various world cuisines from gourmet vegetarian to deluxe hamburger joints.<br /><br />Close to Hillcrest Aquatic Centre one of the newest pools in Vancouver, in the same complex there is an ice rink and fitness center. Queen Elizabeth Park with its marvellous gardens is within walking distance as well.",496429547,Paolo,within an hour,100%,100%,t,1,2,"Vancouver, British Columbia, Canada",Riley Park,49.2493563840735,-123.0961154260586,Entire home,Entire home/apt,12,,,6.0,[],$542.00,2,89,2.9,1125.0,0,0,0,0,19,19,4.95,5.0,5.0,4.95,5.0,5.0,4.85,f,1,2.23,3496
3723,670587486685711507,Condo in Vancouver · ★4.78 · 2 bedrooms · 2 beds · 1 bath,,469379100,Joseph,within an hour,100%,100%,t,1,1,,West End,49.28223,-123.12463,Entire condo,Entire home/apt,4,,,2.0,[],$128.00,2,365,2.0,1125.0,8,15,15,46,37,34,4.78,4.86,4.84,4.59,4.76,4.86,4.68,f,1,2.37,643
5423,920453577736767731,Home in Vancouver · 1 bedroom · 1 bed · 1 shared bath,"We are in Oakridge Neighborhood. it is a quiet and residential area of the city, but still central enough to get anywhere in a few minutes. walking around the neighborhood will make you observe beautiful houses and gardens. And our favorite Queen Elizabeth Park is just 20 min walk away, with a botanical garden, beautiful spot for walkers and runners and amazing views of the city and the mountains. Near Oakridge Skytrain station, groceries, banks, parks, restaurants & bars. In Main and Cambie street there are some of the City’s best kept secret dining spots, two comedy venues, a few pubs (including great patios), cafes, a movie theater, and some of Vancouver’s most unique shopping.",45662126,Enjoy,within a few hours,100%,92%,t,7,11,"Vancouver, British Columbia, Canada",Oakridge,49.231264859262765,-123.1239686933537,Private room in home,Private room,1,,,1.0,[],$48.00,30,365,30.0,365.0,1,3,16,290,0,0,,,,,,,,f,7,,1002
2049,38781640,Condo in Vancouver · 2 bedrooms · 2 beds · 1 bath,"Strathcona neighbourhood is one of best in town. High walking score with many amenities nearby, grocery store, brewery, fine dining. Close to downtown (more touristy) and the commercial drive (more local)",84807056,Han,,,,f,1,2,"Vancouver, British Columbia, Canada",Downtown Eastside,49.28167,-123.08239,Entire condo,Entire home/apt,5,,,2.0,[],,2,1125,2.0,1125.0,0,0,0,0,0,0,,,,,,,,f,1,,1584
4976,871728697965016227,Home in Vancouver · ★4.86 · 3 bedrooms · 3 beds · 2 baths,,18681484,Allen,within an hour,100%,100%,t,1,1,,Downtown Eastside,49.28302683891384,-123.0898049309342,Entire home,Entire home/apt,6,,,3.0,[],$350.00,3,1125,3.0,1125.0,29,59,89,179,7,7,4.86,4.86,5.0,5.0,4.86,4.14,4.71,f,1,0.96,1392
3643,656453242371516416,Home in Vancouver · ★4.33 · 1 bedroom · 1 bed · 1 private bath,Killarney area - zone 1 for public transit,465893163,Nadika,within an hour,67%,0%,f,2,2,"Vancouver, British Columbia, Canada",Killarney,49.22815,-123.03142,Private room in home,Private room,2,,,1.0,[],$151.00,2,365,2.0,365.0,30,60,90,365,6,0,4.33,4.5,4.33,4.5,4.5,4.33,4.33,f,2,0.35,0
6595,1032674944882403720,Guest suite in Vancouver · ★New · 2 bedrooms · 3 beds · 1 bath,"This is a very quiet, walkable neighbourhood right by the sea with many shops and restaurants close by. Tulip House is across the street from a small city park overlooking the ocean, from where  you can see Vancouver's cityscape in the evening light with mountains in the background. Many beaches with walkable paths, public tennis courts, playgrounds and the Kitsilano outdoor olympic sized swimming pool, are all within walking distance, as well as many shops and restaurants.",4298454,Dagmar,within an hour,100%,100%,f,1,2,"Vancouver, British Columbia, Canada",Kitsilano,49.27145,-123.179199,Entire guest suite,Entire home/apt,4,,,3.0,[],,3,365,3.5,365.0,17,47,77,206,0,0,,,,,,,,f,1,,239
623,14569204,Rental unit in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,"One of the hippest areas in Vancouver. Galleries & shops galore, Chinatown, Olympic village, the seawall, gastown, and amazing food options all right outside the door.",162896,Vanessa,within a few hours,100%,95%,t,1,4,"Vancouver, British Columbia, Canada",Mount Pleasant,49.2697,-123.10152,Entire rental unit,Entire home/apt,2,,,1.0,[],$115.00,4,1125,4.3,1125.0,0,0,14,14,76,12,4.92,4.97,4.83,4.9,4.93,4.89,4.83,f,1,0.86,0
6568,1028522282577372476,Home in Vancouver · ★New · 2 bedrooms · 1 bed · 1 bath,"2min walk to bus stop, 7-10 walk to nearest skytrain (1-2 min if you bus to skytrain). Beautiful Trout Lake Park is 10 min walk. Renfrew Community Centre (gym, pool, library, lots of activities) & Park 2-4 min walk. Drive to downtown (13 min), Metrotown (9), Richmond (21) non-rush hours.",267516,DSphinx,,,,f,1,4,"Vancouver, British Columbia, Canada",Renfrew-Collingwood,49.25022,-123.04812,Entire home,Entire home/apt,3,,,1.0,[],$80.00,90,365,90.0,1125.0,30,60,90,270,0,0,,,,,,,,t,1,,428
5883,965621128355194211,Rental unit in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Welcome to the heart of the action! When you stay in our Olympic Village Airbnb in Vancouver, you'll find yourself in one of the city's most vibrant and sought-after neighbourhoods. Olympic Village offers a unique blend of modernity, stunning waterfront views, and easy access to all that Vancouver has to offer. <br /><br />Step outside to find diverse dining, charming cafes, and local boutiques within walking distance. The scenic Seawall, ideal for biking, jogging, or leisurely strolls, is right at your doorstep.<br /><br />Top attractions like Stanley Park, Granville Island, Science World, and downtown Vancouver are easily accessible. Outdoor enthusiasts can rent bikes or kayaks nearby, and a fitness center is just steps away if the included gym isn't enough for you.<br /><br />With the Canada Line SkyTrain station nearby, you can explore the city hassle-free. Whether you're here for Olympic nostalgia, gourmet experiences, or waterfront views, we look forward to hosting you and ensuri",491249409,Carlos,within an hour,100%,100%,t,4,4,"Vancouver, British Columbia, Canada",Mount Pleasant,49.2695803,-123.1092586,Entire rental unit,Entire home/apt,2,,,1.0,[],$158.00,1,1125,1.3,1125.0,6,22,48,98,7,7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,4.47,2389
262,4747128,Rental unit in Vancouver · ★4.96 · 2 bedrooms · 2 beds · 1.5 baths,"One of Vancouver's nicest nieghbourhoods.  Our building is across the street from the ocean, sea-wall and Sunset Beach.  Directly across from Granville Island with the downtown city in your backyard.",41526,Eddie,within an hour,100%,91%,t,1,1,"Vancouver, British Columbia, Canada",Downtown,49.27469,-123.13217,Entire rental unit,Entire home/apt,4,,,2.0,[],$363.00,4,60,4.0,60.0,19,41,60,181,171,46,4.96,4.98,4.89,4.96,4.9,4.99,4.83,f,1,2.01,875
5730,951658663445513263,Condo in Vancouver · 1 bedroom · 1 bed · 1 shared bath,,128238673,Alexander,within a day,80%,19%,f,5,7,,Kitsilano,49.26889,-123.17885,Shared room in condo,Shared room,1,,,1.0,[],$35.00,14,365,14.0,365.0,16,46,75,75,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,5,0.23,1220
3369,600820463747266049,Condo in Vancouver · ★4.76 · 1 bedroom · 1 bed · 1.5 baths,"Welcome to The Cordovan! Let us tell you about our unique and remarkable neighbourhood:<br /><br />This is the heart of Vancouver's brewery scene. Within a 15 minute bike ride you literally have access to more than 20 craft breweries, almost all of them acclaimed and/or award-winning in some way, shape or form.<br /><br />Japantown (where our house is, on the edge of Strathcona/DTES) is also home to some of Vancouver's best luxury restaurants. St. Lawrence, Mackenzie Room, and Ask for Luigi are all within steps of our apartment, and all rank among Vancouver's most cherished dining experiences. Just make sure to reserve in advance!<br /><br />Getting around is extremely easy, with access to numerous bus routes and Vancouver's extensive bike routes. You can also easily walk to Chinatown or Gastown (10 min walk), and if you're fit, even the heart of downtown (~30 min walk).<br /><br />Hastings-Sunrise and Commercial Drive are both a 20 minute walk away, and each boast an entirely differen",49517863,Zoe,within an hour,100%,94%,t,2,4,"Vancouver, British Columbia, Canada",Downtown Eastside,49.28187,-123.09115,Entire condo,Entire home/apt,3,,,1.0,[],$215.00,2,30,2.0,30.0,0,0,0,6,17,11,4.76,4.82,4.76,4.88,5.0,3.65,4.65,f,1,0.99,1984
4061,727027585088518387,Condo in Vancouver · ★4.87 · 1 bedroom · 2 beds · 1 bath,"Located in the heart of downtown, close to everything you need! A lively and vibrant neighbourhood, you can walk to wherever you need to go!",481600768,Vanessa,within an hour,100%,99%,t,1,1,"Vancouver, British Columbia, Canada",Downtown,49.27982,-123.12286,Entire condo,Entire home/apt,4,,,2.0,[],$131.00,1,60,1.0,60.0,19,19,19,19,100,88,4.87,4.92,4.78,4.67,4.9,4.75,4.76,f,1,7.18,1808
5534,931163987821327747,Home in Vancouver · ★4.75 · 2 bedrooms · 2 beds · 1 bath,,80604891,Gillian,within an hour,100%,100%,f,6,6,,Kitsilano,49.27323,-123.15168,Entire home,Entire home/apt,2,,,2.0,[],,1,365,1.0,365.0,0,0,0,0,8,8,4.75,4.75,4.75,4.63,4.88,5.0,4.63,t,2,1.58,2488
6294,1005833820418642468,Rental unit in Vancouver · ★New · 1 bedroom · 3 beds · 2 baths,,306435670,Sahara Rose,within an hour,96%,94%,t,12,18,,Mount Pleasant,49.26033,-123.09694,Entire rental unit,Entire home/apt,4,,,3.0,[],$169.00,30,120,30.0,120.0,0,0,4,4,0,0,,,,,,,,t,6,,2032
6065,980090150871731665,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,,94093489,Jen,within a few hours,90%,90%,t,18,24,,Downtown,49.27533529999999,-123.115076,Entire rental unit,Entire home/apt,2,,,1.0,[],$135.00,30,365,30.0,365.0,0,0,12,102,0,0,,,,,,,,f,5,,2512
